ticker,pattern,months_ago,latest_price,prev_open,prev_close,curr_open,curr_close,max_rise_pct
1311.T,bullish_engulfing,3,1870.0,1798.0,1784.0,1784.0,1870.0,7.11
1332.T,bullish_engulfing,3,1295.0,1235.5,1144.0,1144.0,1295.0,19.61
1333.T,bullish_engulfing,5,1268.6666259765625,1152.6666259765625,1148.0,1148.0,1268.6666259765625,24.97
1358.T,bullish_engulfing,3,91200.0,81720.0,81610.0,81610.0,91200.0,21.11
1365.T,bullish_engulfing,3,73600.0,66220.0,66110.0,66110.0,73600.0,21.37
1377.T,bullish_engulfing,2,4410.0,4270.0,4055.0,4055.0,4410.0,0.0
1379.T,bullish_engulfing,5,2102.0,1909.0,1824.0,1820.0,2102.0,0.0
1380.T,bullish_engulfing,4,1008.0,1000.0,996.0,996.0,1008.0,5.46
1381.T,bullish_engulfing,3,4245.0,4155.0,4145.0,4145.0,4245.0,0.0
1399.T,bullish_engulfing,3,2807.94091796875,2771.9929265396063,2726.059326171875,2726.0592838032317,2807.94091796875,11.65
1419.T,bullish_engulfing,3,3715.0,3635.0,3580.0,3580.0,3715.0,7.67
1429.T,bullish_engulfing,6,898.4765625,894.6328125,885.0234375,883.1015625,898.4765625,0.0
1435.T,bullish_engulfing,2,212.0,176.0,164.0,164.0,212.0,0.0
1438.T,bullish_engulfing,2,1883.0,1815.0,1775.0,1775.0,1883.0,0.0
1447.T,bullish_engulfing,5,251.0,244.0,239.0,238.0,251.0,62.55
1458.T,bullish_engulfing,3,57030.0,51170.0,51150.0,51150.0,57030.0,21.48
1485.T,bullish_engulfing,6,46139.7578125,45871.446990897784,43943.57421875,43943.57291554491,46139.7578125,18.34
1514.T,bullish_engulfing,3,672.0,578.0,530.0,530.0,672.0,43.9
1542.T,bullish_engulfing,5,24780.0,22795.0,22280.0,22280.0,24780.0,129.22
1545.T,bullish_engulfing,1,39980.0,39850.0,39330.0,39080.0,39980.0,0.0
1547.T,bullish_engulfing,1,11690.0,11630.0,11615.0,11550.0,11690.0,0.0
1559.T,bullish_engulfing,4,3817.0,3735.0,3700.0,3684.0,3817.0,27.72
1563.T,bullish_engulfing,3,2209.0,2131.0,2114.0,2114.0,2209.0,12.04
1570.T,bullish_engulfing,3,48070.0,43170.0,43100.0,43100.0,48070.0,21.07
1572.T,bullish_engulfing,3,8386.0,8255.0,8006.0,8006.0,8386.0,0.0
1573.T,bullish_engulfing,6,7594.0,7577.0,7230.0,7150.0,7594.0,9.71
1579.T,bullish_engulfing,3,517.4000244140625,464.20001220703125,463.70001220703125,463.70001220703125,517.4000244140625,21.3
1585.T,bullish_engulfing,3,2382.96435546875,2343.6628902574766,2313.316162109375,2313.3161279602687,2382.96435546875,7.89
1617.T,bullish_engulfing,3,42090.0,42050.0,41330.0,41330.0,42090.0,11.57
1620.T,bullish_engulfing,5,30950.0,30350.0,30090.0,30090.0,30950.0,21.03
1624.T,bullish_engulfing,3,83590.0,75000.0,73070.0,73070.0,83590.0,15.97
1627.T,bullish_engulfing,6,10695.0,10105.0,10005.0,9999.0,10695.0,23.56
1628.T,bullish_engulfing,5,20770.0,20645.0,20300.0,20300.0,20770.0,8.35
1631.T,bullish_engulfing,5,27100.0,25190.0,25130.0,25130.0,27100.0,27.86
1632.T,bullish_engulfing,5,32110.0,32000.0,30830.0,30830.0,32110.0,21.05
1633.T,bullish_engulfing,5,52350.0,47580.0,46960.0,46960.0,52350.0,25.12
1653.T,bullish_engulfing,4,4462.58984375,4410.030573325037,4395.1552734375,4333.670581597222,4462.58984375,10.47
1655.T,bullish_engulfing,1,776.5999755859375,772.1504964582983,768.4697875976562,767.0999755859375,776.5999755859375,0.0
1658.T,bullish_engulfing,4,3568.677978515625,3522.2804496200392,3507.47265625,3503.5236917709417,3568.677978515625,12.14
1671.T,bullish_engulfing,3,3271.0,3030.0,2978.0,2978.0,3271.0,26.41
1681.T,bullish_engulfing,4,2732.19091796875,2684.0855090562522,2651.68798828125,2637.943584830051,2732.19091796875,14.38
1685.T,bullish_engulfing,3,574.5999755859375,533.0999755859375,506.79998779296875,506.79998779296875,574.5999755859375,15.47
1688.T,bullish_engulfing,6,522.9000244140625,487.29998779296875,478.6000061035156,476.0,522.9000244140625,7.48
1690.T,bullish_engulfing,3,1522.0,1413.0,1385.5,1385.5,1522.0,22.27
1691.T,bullish_engulfing,3,8356.0,8299.0,7757.0,7757.0,8356.0,25.18
1695.T,bullish_engulfing,6,2779.0,2685.0,2629.0,2604.0,2779.0,10.36
1697.T,bullish_engulfing,6,4080.0,3793.0,3732.0,3727.0,4080.0,11.94
1699.T,bullish_engulfing,3,417.6000061035156,390.8999938964844,384.1000061035156,384.1000061035156,417.6000061035156,19.71
1711.T,bullish_engulfing,5,282.0,272.0,266.0,266.0,282.0,7.8
1758.T,bullish_engulfing,5,2257.638916015625,2246.8882852096285,2181.406982421875,2164.792293928402,2257.638916015625,18.13
1762.T,bullish_engulfing,5,4210.0,3410.0,3385.0,3370.0,4210.0,0.36
1768.T,bullish_engulfing,3,1431.0,1402.0,1366.0,1366.0,1431.0,17.68
1770.T,bullish_engulfing,5,1666.0,1600.0,1570.0,1561.0,1666.0,14.89
1776.T,bullish_engulfing,2,1684.0,1639.0,1609.0,1606.0,1684.0,0.0
1783.T,bullish_engulfing,3,66.0,63.0,61.0,61.0,66.0,6.06
1786.T,bullish_engulfing,2,435.0,414.0,410.0,410.0,435.0,0.0
1793.T,bullish_engulfing,4,1536.0,1443.0,1436.0,1436.0,1536.0,34.05
1808.T,bullish_engulfing,5,2987.0,2526.0,2490.0,2477.5,2987.0,14.3
1814.T,bullish_engulfing,3,3830.0,3805.0,3740.0,3740.0,3830.0,16.45
1833.T,bullish_engulfing,3,6440.0,6210.0,6190.0,6190.0,6440.0,13.51
1835.T,bullish_engulfing,5,4490.0,4325.0,4235.0,4230.0,4490.0,29.62
1840.T,bullish_engulfing,3,226.0,225.0,220.0,220.0,226.0,11.5
1844.T,bullish_engulfing,3,616.0,591.0,519.0,519.0,616.0,0.0
1848.T,bullish_engulfing,5,553.0,523.0,518.0,517.0,553.0,17.54
1852.T,bullish_engulfing,3,1056.0,1031.0,1022.0,1022.0,1056.0,9.09
1861.T,bullish_engulfing,3,1734.0,1593.0,1545.0,1545.0,1734.0,16.49
1867.T,bullish_engulfing,6,2495.0,2479.0,2368.0,2368.0,2495.0,30.06
1870.T,bullish_engulfing,5,2329.0,2237.0,2183.0,2169.0,2329.0,8.63
1879.T,bullish_engulfing,5,1967.0,1835.0,1773.0,1772.0,1967.0,11.9
1885.T,bullish_engulfing,3,3140.0,2948.0,2831.0,2831.0,3140.0,34.71
1887.T,bullish_engulfing,3,630.0,555.0,540.0,540.0,630.0,10.95
1898.T,bullish_engulfing,5,1611.0,1510.0,1484.0,1480.0,1611.0,7.01
1909.T,bullish_engulfing,3,10730.0,9290.0,9200.0,9200.0,10730.0,17.71
1914.T,bullish_engulfing,5,661.0,645.0,633.0,632.0,661.0,13.01
1921.T,bullish_engulfing,2,2072.0,2036.0,2028.0,2028.0,2072.0,0.0
1926.T,bullish_engulfing,3,3495.0,3440.0,3385.0,3385.0,3495.0,24.61
1928.T,bullish_engulfing,5,3424.606689453125,3275.753423793911,3242.457275390625,3213.078223647613,3424.606689453125,11.72
1934.T,bullish_engulfing,5,2743.0,2679.0,2488.0,2480.0,2743.0,17.94
1946.T,bullish_engulfing,3,2045.0,1987.0,1939.0,1939.0,2045.0,17.21
1952.T,bullish_engulfing,3,3285.0,3175.0,3145.0,3145.0,3285.0,27.4
1959.T,bullish_engulfing,3,8061.0,7979.0,7697.0,7697.0,8061.0,31.06
1960.T,bullish_engulfing,6,1394.0,1031.0,994.0,991.0,1394.0,10.33
1963.T,bullish_engulfing,3,2162.5,1934.5,1900.5,1900.5,2162.5,14.54
1964.T,bullish_engulfing,3,4685.0,4630.0,4355.0,4355.0,4685.0,10.35
1968.T,bullish_engulfing,6,2163.0,2100.0,2091.0,2069.0,2163.0,44.94
1982.T,bullish_engulfing,3,4810.0,4800.0,4775.0,4775.0,4810.0,35.76
1992.T,bullish_engulfing,1,2849.0,2799.0,2793.0,2789.0,2849.0,0.0
1997.T,bullish_engulfing,4,3825.0,3655.0,3590.0,3575.0,3825.0,9.02
2001.T,bullish_engulfing,3,2635.0,2394.0,2381.0,2381.0,2635.0,8.8
2039.T,bullish_engulfing,4,906.0,896.0,888.0,886.0,906.0,0.0
2047.T,bullish_engulfing,3,3325.0,3293.0,3290.0,3273.0,3325.0,4.66
2053.T,bullish_engulfing,3,1804.0,1804.0,1730.0,1730.0,1804.0,10.14
2055.T,bullish_engulfing,3,353.0,351.0,344.0,344.0,353.0,15.86
2070.T,bullish_engulfing,2,15165.0,14460.0,13995.0,13995.0,15165.0,0.0
2071.T,bullish_engulfing,2,18300.0,18100.0,17825.0,17800.0,18300.0,0.0
2072.T,bullish_engulfing,3,17990.0,16530.0,16450.0,16450.0,17990.0,11.73
2073.T,bullish_engulfing,3,15435.0,15380.0,15130.0,15130.0,15435.0,0.0
2089.T,bullish_engulfing,2,2825.0,2739.5,2738.5,2716.5,2825.0,0.0
2091.T,bullish_engulfing,6,4709.0654296875,4682.348882371592,4681.359375,4681.359224175575,4709.0654296875,0.19
2095.T,bullish_engulfing,3,1132.002685546875,1107.0686723530994,1100.087158203125,1092.108317774298,1132.002685546875,4.15
2114.T,bullish_engulfing,5,572.5,551.5,525.5,525.5,572.5,17.73
2117.T,bullish_engulfing,3,2858.0,2825.0,2824.0,2824.0,2858.0,6.02
2122.T,bullish_engulfing,3,1219.0,1203.0,1199.0,1199.0,1219.0,9.52
2124.T,bullish_engulfing,5,1069.7376708984375,1040.7212606114665,982.6884765625,981.7212802548952,1069.7376708984375,0.0
2138.T,bullish_engulfing,5,592.0,580.0,549.0,539.0,592.0,0.0
2139.T,bullish_engulfing,3,436.0,424.0,415.0,415.0,436.0,26.38
2152.T,bullish_engulfing,6,1510.0,1437.0,1400.0,1400.0,1510.0,2.91
2158.T,bullish_engulfing,2,949.0,873.0,837.0,837.0,949.0,0.0
2160.T,bullish_engulfing,3,2548.0,2543.0,2412.0,2412.0,2548.0,40.89
2162.T,bullish_engulfing,1,462.0,460.0,454.0,449.0,462.0,0.0
2163.T,bullish_engulfing,5,1981.9415283203125,1960.3773253373668,1933.9122314453125,1927.0509617595126,1981.9415283203125,4.75
2164.T,bullish_engulfing,3,364.0,305.0,240.0,240.0,364.0,0.0
2175.T,bullish_engulfing,3,1634.0,1365.0,1350.0,1350.0,1634.0,7.34
2179.T,bullish_engulfing,3,810.0,809.0,789.0,789.0,810.0,1.6
2180.T,bullish_engulfing,5,881.388916015625,745.1832613558382,730.3782958984375,730.3782730700588,881.388916015625,13.57
2181.T,bullish_engulfing,5,280.8999938964844,266.1000061035156,255.89999389648438,252.60000610351562,280.8999938964844,3.45
2183.T,bullish_engulfing,3,311.0,302.0,293.0,293.0,311.0,3.22
2196.T,bullish_engulfing,2,167.0,164.0,162.0,162.0,167.0,0.0
2201.T,bullish_engulfing,3,2696.0,2672.0,2660.0,2660.0,2696.0,7.18
2206.T,bullish_engulfing,5,5450.35205078125,4998.468317207512,4874.5966796875,4874.5966795987215,5450.35205078125,11.3
2207.T,bullish_engulfing,5,2362.0,2208.0,2132.0,2126.0,2362.0,20.66
2215.T,bullish_engulfing,2,624.0,615.0,612.0,612.0,624.0,0.0
2236.T,bullish_engulfing,6,1265.616943359375,1242.7202960598854,1227.8670654296875,1226.8735675422513,1265.616943359375,13.94
2252.T,bullish_engulfing,2,1332.0,1316.0,1307.0,1305.0,1332.0,0.0
2253.T,bullish_engulfing,3,1197.2266845703125,1186.3157591101242,1158.54248046875,1158.5424752097142,1197.2266845703125,10.17
2264.T,bullish_engulfing,3,3980.0,3753.0,3724.0,3724.0,3980.0,24.65
2270.T,bullish_engulfing,5,3060.0,2961.0,2824.0,2796.0,3060.0,14.38
2282.T,bullish_engulfing,3,6968.0,6922.0,6557.0,6557.0,6968.0,2.6
2291.T,bullish_engulfing,3,632.0,629.0,612.0,612.0,632.0,0.0
2293.T,bullish_engulfing,5,2714.0,2635.0,2620.0,2613.0,2714.0,10.21
2300.T,bullish_engulfing,4,528.4689331054688,507.6864500641823,506.6968078613281,506.6968047752809,528.4689331054688,0.0
2315.T,bullish_engulfing,5,124.0,109.0,97.0,97.0,124.0,0.0
2321.T,bullish_engulfing,6,247.0,189.0,185.0,182.0,247.0,63.16
2323.T,bullish_engulfing,4,332.6666564941406,266.3333435058594,261.0,261.0,332.6666564941406,36.47
2331.T,bullish_engulfing,5,1224.0,1108.5,1053.5,1047.0,1224.0,4.66
2334.T,bullish_engulfing,3,442.0,426.0,412.0,412.0,442.0,0.0
2337.T,bullish_engulfing,2,431.1523132324219,426.28604223452857,396.1151123046875,396.11510493362465,431.1523132324219,10.63
2342.T,bullish_engulfing,5,407.0,216.0,195.0,193.0,407.0,0.0
2345.T,bullish_engulfing,3,244.0,239.0,218.0,218.0,244.0,0.0
2349.T,bullish_engulfing,3,2318.0,2306.0,2277.0,2277.0,2318.0,8.07
2353.T,bullish_engulfing,3,285.0,281.0,260.0,260.0,285.0,0.7
2359.T,bullish_engulfing,4,2070.0,2062.0,2043.0,2043.0,2070.0,10.87
2376.T,bullish_engulfing,5,763.0,760.0,754.0,750.0,763.0,0.0
2384.T,bullish_engulfing,5,3681.75537109375,3545.032457739906,3310.650146484375,3310.6500551744857,3681.75537109375,15.98
2385.T,bullish_engulfing,5,245.0,195.0,183.0,183.0,245.0,10.2
2388.T,bullish_engulfing,1,63.0,62.0,61.0,61.0,63.0,0.0
2393.T,bullish_engulfing,6,2427.0,2274.0,2162.0,2161.0,2427.0,9.81
2395.T,bullish_engulfing,2,1703.0,1672.0,1617.0,1610.0,1703.0,0.0
2404.T,bullish_engulfing,4,490.0,473.0,459.0,459.0,490.0,5.1
2410.T,bullish_engulfing,2,2569.0,2454.0,2447.0,2430.0,2569.0,0.0
2411.T,bullish_engulfing,3,474.0,470.0,465.0,465.0,474.0,4.01
2413.T,bullish_engulfing,5,2577.0,2340.0,2169.5,2159.0,2577.0,0.0
2425.T,bullish_engulfing,3,814.0,803.0,791.0,791.0,814.0,0.0
2432.T,bullish_engulfing,2,2660.0,2538.0,2531.0,2525.0,2660.0,0.0
2433.T,bullish_engulfing,5,1180.0,1172.0,1115.0,1100.5,1180.0,0.0
2435.T,bullish_engulfing,1,239.0,218.0,214.0,212.0,239.0,0.0
2438.T,bullish_engulfing,3,379.0,372.0,365.0,365.0,379.0,1.58
2454.T,bullish_engulfing,2,400.0,399.0,396.0,396.0,400.0,0.0
2461.T,bullish_engulfing,5,525.4990234375,497.5367162795294,485.9660949707031,484.03763259747706,525.4990234375,0.0
2481.T,bullish_engulfing,2,696.0,689.0,683.0,683.0,696.0,0.0
2489.T,bullish_engulfing,2,290.0,264.0,263.0,263.0,290.0,0.0
2492.T,bullish_engulfing,5,356.31378173828125,328.52326760640955,325.54571533203125,301.7253193549791,356.31378173828125,26.85
2497.T,bullish_engulfing,3,538.0,501.0,498.0,498.0,538.0,2.6
2516.T,bullish_engulfing,3,555.2999877929688,550.7999877929688,528.7999877929688,528.7999877929688,555.2999877929688,9.36
2531.T,bullish_engulfing,4,1607.0,1560.0,1501.0,1495.0,1607.0,1.31
2540.T,bullish_engulfing,6,4155.0,3955.0,3930.0,3930.0,4155.0,31.89
2553.T,bullish_engulfing,4,2218.0,2120.5,2079.0,2050.5,2218.0,14.09
2554.T,bullish_engulfing,2,782.0999755859375,778.5,777.5,777.4000244140625,782.0999755859375,0.0
2560.T,bullish_engulfing,3,46920.0,45380.0,45350.0,45350.0,46920.0,10.83
2562.T,bullish_engulfing,4,3460.194580078125,3385.5784665088036,3372.64501953125,3366.675807643581,3460.194580078125,0.54
2567.T,bullish_engulfing,6,424.2906799316406,413.67846423489067,412.0915832519531,411.6948781086046,424.2906799316406,22.16
2568.T,bullish_engulfing,1,6796.0,6766.0,6678.0,6635.0,6796.0,0.0
2586.T,bullish_engulfing,3,142.0,133.0,124.0,124.0,142.0,0.0
2588.T,bullish_engulfing,5,3365.0,3345.0,3310.0,3310.0,3365.0,20.65
2594.T,bullish_engulfing,5,2007.0,1972.0,1955.0,1955.0,2007.0,0.6
2597.T,bullish_engulfing,2,1070.0,1055.0,1037.0,1037.0,1070.0,0.0
2602.T,bullish_engulfing,3,5630.0,5320.0,5250.0,5250.0,5630.0,8.35
2607.T,bullish_engulfing,5,3608.0,3580.0,3191.0,3191.0,3608.0,11.47
2623.T,bullish_engulfing,3,2008.0,2003.0,2000.0,2000.0,2008.0,0.6
2631.T,bullish_engulfing,1,28365.0,28235.0,27875.0,27680.0,28365.0,0.0
2633.T,bullish_engulfing,1,499.5,496.6000061035156,496.1000061035156,492.8999938964844,499.5,0.0
2635.T,bullish_engulfing,3,4548.0869140625,4436.289266440764,4434.310546875,4434.310539227349,4548.0869140625,8.66
2636.T,bullish_engulfing,3,4252.0,4088.0,4056.0,4056.0,4252.0,9.55
